id1,id2,shared_word_count
1450,1392,27.0
5386,47287,19.0
54071,7503,20.0
71393,71446,21.0
5022,44283,25.0
55687,93007,16.0
22517,130902,0.0
125474,4947,11.0
83709,15211,20.0
66468,22683,25.0
28900,56386,25.0
114726,6911,15.0
12943,17008,25.0
70415,41014,23.0
60271,18682,0.0
112333,35534,19.0
18775,34887,24.0
11164,61309,23.0
99900,29735,28.0
86631,114266,16.0
42475,39222,15.0
74793,67024,21.0
39416,4554,21.0
66371,117636,18.0
81491,82521,14.0
59581,47412,16.0
68391,46952,15.0
14077,39593,25.0
5522,2522,15.0
131844,78519,8.0
4412,98942,30.0
43286,27089,15.0
5086,41930,15.0
39462,69843,0.0
12728,5642,50.0
23965,3793,15.0
16217,14292,27.0
137278,30167,10.0
8014,134759,11.0
53844,96777,0.0
122216,8107,18.0
104874,39943,11.0
29296,47136,13.0
35873,19858,23.0
46625,98170,22.0
56415,118195,21.0
39085,100947,16.0
85168,104374,14.0
124091,119089,14.0
30759,37198,19.0
2592,29112,21.0
33050,31485,33.0
66758,61128,38.0
36007,49321,27.0
5306,82225,15.0
22954,12348,35.0
127106,52206,13.0
127612,20607,16.0
19303,119523,25.0
113865,98006,33.0
38534,137632,0.0
121880,87277,15.0
80261,113658,0.0
32532,72536,19.0
11382,42041,22.0
90390,95737,12.0
17879,52512,17.0
77925,25132,14.0
48251,134766,15.0
41394,33432,24.0
99336,87270,20.0
77640,101047,17.0
48755,43367,17.0
95278,92143,16.0
34944,16217,25.0
111393,34571,14.0
24755,14743,11.0
22341,21282,21.0
25698,78887,24.0
71573,33887,58.0
77177,83124,16.0
91863,56354,14.0
75687,104708,16.0
129409,90914,16.0
124736,75130,20.0
1515,43948,10.0
70110,62273,24.0
67861,135116,15.0
39754,115295,19.0
17621,8273,21.0
54323,90356,11.0
9135,96080,13.0
35536,13368,20.0
81218,97030,14.0
59998,60139,23.0
38015,86776,22.0
30491,50437,25.0
2389,11814,30.0
67485,122299,17.0
58784,95042,9.0
62008,62009,30.0
40144,58792,18.0
121128,85335,22.0
47961,65160,30.0
41978,38324,0.0
124351,84106,14.0
138162,119305,0.0
49539,5758,13.0
6278,39263,29.0
50317,136128,23.0
63897,114669,18.0
128678,109763,15.0
96799,120501,15.0
63306,31936,31.0
138387,131450,0.0
80829,101756,8.0
5334,69011,17.0
55897,86134,21.0
81681,64130,11.0
53895,53898,35.0
19320,79747,20.0
44035,75391,18.0
121763,14913,0.0
115082,57481,12.0
4379,111007,19.0
21769,4373,20.0
118435,87487,15.0
123597,102176,23.0
9517,9652,23.0
112388,38239,12.0
126675,29042,16.0
79147,97307,22.0
35325,35735,17.0
136527,4537,0.0
23227,67105,25.0
104872,105911,26.0
66081,66983,19.0
25518,70550,17.0
96441,134104,0.0
99139,55419,23.0
49994,88007,0.0
59675,47343,27.0
62589,73965,13.0
16027,131361,15.0
13415,46686,41.0
88735,111971,15.0
80845,107234,16.0
27910,97944,10.0
96294,37167,11.0
27571,14328,15.0
78946,75912,24.0
5469,50668,17.0
92830,24610,16.0
40294,62368,19.0
95593,48527,17.0
18708,84634,15.0
108066,82084,18.0
66282,96254,24.0
120531,56961,11.0
103324,23192,15.0
5535,94414,18.0
135359,135097,25.0
92277,27388,25.0
28715,63361,13.0
14186,32588,33.0
31517,97580,24.0
109521,85955,24.0
15632,54593,23.0
15651,42443,30.0
85668,128420,13.0
132950,101669,15.0
57451,123433,18.0
67663,1863,17.0
79806,110999,0.0
108153,50750,10.0
44767,55598,19.0
37803,23937,19.0
42289,78797,20.0
27380,79484,20.0
39429,135365,23.0
80153,36124,9.0
38702,67551,16.0
99029,45097,16.0
46198,97906,27.0
46649,63238,32.0
106591,69163,21.0
102836,102963,28.0
138077,134459,17.0
125650,104169,16.0
11063,60667,15.0
116638,30769,19.0
125638,132514,18.0
108186,53915,17.0
129870,27662,11.0
82214,82182,25.0
59371,7819,9.0
12872,96249,24.0
16816,129419,24.0
61825,88900,15.0
68229,61799,16.0
130464,44006,22.0
36549,36558,23.0
12522,23453,18.0
7658,50700,22.0
105852,106208,25.0
66011,135339,15.0
71457,101644,20.0
83356,21939,25.0
42203,50101,21.0
13347,13869,32.0
117069,51148,14.0
4344,5625,28.0
65834,83207,13.0
2007,38561,18.0
44009,85157,0.0
40866,18512,28.0
63233,5583,0.0
29139,74611,24.0
56726,56732,50.0
57253,40129,20.0
48600,132204,23.0
103465,48919,21.0
18770,6141,25.0
35260,23127,18.0
124919,6489,17.0
110112,57333,19.0
44301,115840,12.0
40881,87723,0.0
105737,105544,28.0
16194,115589,25.0
103036,84048,13.0
17176,118268,14.0
135261,62437,21.0
96029,25690,18.0
126809,56989,18.0
8024,124236,12.0
16659,42547,18.0
7182,18364,26.0
16295,81783,21.0
22448,113254,19.0
61754,71746,27.0
7732,34278,0.0
54965,100650,9.0
4087,4206,33.0
19055,133882,0.0
7575,50474,0.0
84640,53699,9.0
25626,79816,17.0
12329,47151,0.0
10105,54518,26.0
44359,83839,0.0
96104,92009,18.0
26383,45939,19.0
5799,18088,25.0
69649,84741,18.0
116484,99154,18.0
124527,80577,20.0
70347,136378,15.0
7416,20809,10.0
33048,6452,14.0
35972,48733,26.0
84087,79597,29.0
135229,89983,12.0
14187,13337,26.0
62171,33644,27.0
37485,123253,25.0
123691,91397,10.0
41969,42423,24.0
86869,24206,16.0
12517,12576,17.0
111417,88180,16.0
13291,79380,15.0
9517,10327,32.0
64610,9602,27.0
38946,3741,0.0
60396,136007,33.0
102857,106099,17.0
35044,57245,25.0
84026,33321,17.0
37604,67177,13.0
51194,40430,13.0
12943,87686,17.0
117069,27489,21.0
48771,28990,25.0
6134,13161,17.0
39408,108267,26.0
97728,127272,16.0
11470,137340,0.0
35214,51027,22.0
102325,67158,16.0
109474,105212,20.0
18830,18788,24.0
109832,133194,15.0
79313,34156,34.0
138388,106419,0.0
64539,36035,22.0
62696,119623,23.0
94533,94741,0.0
12989,71642,23.0
87368,79248,0.0
12090,62356,16.0
34843,32780,29.0
85440,33856,16.0
4825,96410,15.0
55447,51027,18.0
32142,59409,19.0
133151,41548,0.0
48354,124560,22.0
137983,25683,0.0
9074,20202,0.0
63243,58414,25.0
62662,75161,14.0
107105,123824,0.0
48972,43793,21.0
18027,105728,20.0
11795,112150,13.0
49557,87996,17.0
19118,63167,21.0
71902,60499,22.0
52669,71151,20.0
35326,69416,19.0
130876,66375,0.0
106641,105861,19.0
58558,6286,20.0
50649,1648,11.0
52865,2254,30.0
82694,129701,18.0
52998,135945,11.0
136077,117263,0.0
19460,14017,25.0
4611,32522,26.0
42312,46482,49.0
36033,34856,21.0
96125,103891,12.0
75202,18227,18.0
22875,15067,27.0
41348,136778,22.0
105695,105740,30.0
11613,77906,21.0
86043,68978,12.0
98360,74203,12.0
97116,85330,18.0
86399,20692,15.0
5589,5123,42.0
62598,114477,14.0
61537,61567,22.0
22155,136599,15.0
11520,36075,21.0
38802,134600,19.0
118823,62150,13.0
8652,22864,14.0
22860,90442,9.0
50226,131547,20.0
31906,57988,0.0
136776,12295,0.0
21231,102772,14.0
89235,8114,19.0
38351,37190,17.0
60943,66720,27.0
4065,74811,16.0
60912,104293,19.0
62730,51990,20.0
101433,98572,9.0
131899,34247,12.0
9730,10195,24.0
2477,43050,23.0
64318,82556,0.0
128777,86407,0.0
42927,49231,34.0
93860,93856,25.0
51116,37596,23.0
6657,75914,22.0
64515,17746,30.0
120251,53675,16.0
138251,5791,0.0
24999,91237,20.0
82910,115538,0.0
115325,95599,15.0
94721,94778,24.0
90819,101342,26.0
54867,98497,0.0
78506,31227,19.0
92284,114147,12.0
32306,54518,14.0
41227,6470,15.0
116345,91123,18.0
34,96455,24.0
88294,67160,25.0
88386,132921,14.0
106573,126147,25.0
62845,71585,27.0
123943,15569,14.0
62899,114881,9.0
658,51003,15.0
86529,14551,32.0
16217,48789,29.0
89779,111333,22.0
64084,60801,33.0
25311,17043,21.0
83650,133804,18.0
10476,4214,7.0
48740,39409,26.0
111813,83048,11.0
32009,10908,28.0
6212,46752,24.0
2988,68322,18.0
103809,60636,13.0
21472,15920,21.0
25181,102053,17.0
36031,93547,13.0
17375,13015,12.0
45607,107757,17.0
48241,27200,22.0
67692,72885,14.0
9508,2211,13.0
124964,101789,10.0
52602,109378,17.0
12941,4964,17.0
30874,62608,0.0
113533,138113,15.0
9948,59503,25.0
96826,71056,0.0
130519,76195,17.0
49426,124325,0.0
15989,43149,14.0
118202,38678,0.0
18528,74339,8.0
37312,434,23.0
26740,56012,35.0
85063,103717,25.0
15137,107590,11.0
48335,50068,27.0
28835,115141,14.0
309,369,23.0
84918,122341,18.0
32308,24931,13.0
72388,85204,0.0
7510,103647,16.0
19244,19262,25.0
54091,76600,16.0
41738,45519,0.0
28818,34420,30.0
121871,5087,16.0
26110,26113,24.0
116874,67166,9.0
64934,115506,19.0
120917,24942,7.0
20260,77085,28.0
465,620,27.0
57128,87099,28.0
81928,9858,0.0
103813,71642,15.0
33054,32329,24.0
11022,48903,20.0
115662,125289,11.0
117479,61948,15.0
107416,97307,0.0
9190,59094,26.0
98527,112170,0.0
39583,76195,17.0
110245,81159,19.0
70778,65755,30.0
19023,131288,18.0
11407,27140,27.0
16490,56458,21.0
75645,73087,19.0
69737,15046,0.0
74882,22692,27.0
105059,26632,25.0
81904,101425,22.0
20266,63822,15.0
99978,132480,16.0
28780,117739,13.0
13960,68900,20.0
62100,110415,10.0
7639,12255,0.0
41693,108920,22.0
73626,110105,19.0
62951,18774,19.0
91068,72554,15.0
41741,39214,18.0
108888,37241,15.0
6461,107249,22.0
94640,34903,21.0
60551,104671,11.0
13699,31326,31.0
100569,116440,14.0
63814,39983,27.0
3910,3926,20.0
48231,90924,14.0
103493,132822,12.0
47979,120608,22.0
49837,130231,24.0
108392,33576,12.0
117358,109637,17.0
5415,6007,22.0
93989,22737,21.0
137050,36186,0.0
39666,62793,18.0
34900,12986,29.0
89772,87205,17.0
37907,60023,19.0
47090,86491,16.0
3312,73412,18.0
16631,76639,13.0
16907,113500,19.0
50679,49748,26.0
79142,128605,9.0
80834,133790,22.0
40195,43474,31.0
41265,65626,15.0
71015,116227,13.0
21094,63353,12.0
70374,88347,16.0
61951,68078,14.0
131841,10420,11.0
89312,68175,18.0
107979,107486,16.0
14201,15780,38.0
78669,33475,28.0
125250,127159,19.0
28325,63652,0.0
80751,67749,14.0
136919,59799,15.0
11799,4681,23.0
50475,103673,19.0
34530,71402,17.0
135923,8399,0.0
106867,8119,15.0
125906,110371,20.0
118751,111827,22.0
12158,12128,20.0
115178,82215,11.0
388,13571,21.0
100577,59446,20.0
84983,83380,14.0
96540,44644,18.0
60717,51736,7.0
71722,136783,0.0
18750,33375,19.0
2442,25311,19.0
76386,72851,21.0
91157,109486,0.0
57858,89670,19.0
132453,99122,16.0
39073,123127,15.0
97660,129271,18.0
114041,70991,16.0
2534,132743,0.0
109710,37573,8.0
45342,31828,11.0
61994,53493,17.0
53522,71738,12.0
16874,125929,19.0
119641,104266,22.0
133758,111326,12.0
74069,83446,15.0
68236,33692,17.0
780,128721,13.0
78064,6205,11.0
85838,64924,18.0
101388,118986,29.0
84186,72804,17.0
33630,33748,9.0
1890,88334,18.0
5799,77687,33.0
42505,69174,28.0
7132,100148,0.0
15272,10189,14.0
57605,128404,17.0
26085,25957,0.0
2356,2475,28.0
83461,34526,17.0
124237,89812,14.0
105857,102764,19.0
56816,136379,0.0
119591,121963,16.0
11123,73764,16.0
79000,17222,17.0
60427,127747,19.0
117623,22980,12.0
60184,53960,27.0
124335,80034,16.0
127940,67017,23.0
107494,97297,16.0
101075,22737,21.0
65878,93661,21.0
1732,74468,14.0
55406,36039,16.0
45685,58316,12.0
79589,98847,17.0
109936,14147,15.0
68007,90617,28.0
1414,129743,9.0
7983,7876,9.0
5411,31356,26.0
109766,124223,22.0
70652,102396,0.0
6656,10943,32.0
38802,41890,21.0
77475,33039,12.0
21304,32624,19.0
5413,6474,29.0
8393,63804,18.0
76458,103061,0.0
91971,76680,23.0
109800,56501,21.0
58956,33909,37.0
31380,124721,7.0
44385,77915,23.0
17004,96713,0.0
53805,6510,17.0
92344,85506,21.0
554,113332,14.0
22699,37497,23.0
117085,35621,0.0
49125,53701,21.0
22691,39125,25.0
7743,100898,13.0
31640,119339,25.0
13285,16214,22.0
104923,102797,28.0
8335,104133,19.0
5934,55392,17.0
11005,133262,10.0
48383,86239,18.0
137970,23853,0.0
78285,84904,13.0
68544,117361,21.0
77695,79405,34.0
81928,76823,0.0
66868,24236,17.0
21360,2558,10.0
48781,49393,29.0
2449,70184,22.0
42844,15599,18.0
40524,63052,14.0
77451,24702,32.0
31905,104730,0.0
133521,767,18.0
75024,56364,20.0
16638,17212,25.0
30811,133404,8.0
10578,10590,22.0
43246,82894,14.0
102828,24548,13.0
35547,3350,0.0
10587,82941,24.0
100360,51907,9.0
99967,50372,22.0
105085,109114,20.0
44635,48308,12.0
64347,108226,22.0
622,116586,16.0
6506,79858,25.0
42068,48660,16.0
62129,48265,20.0
11517,73233,30.0
29988,25700,27.0
36023,43372,21.0
5543,121567,19.0
25013,37514,25.0
73917,80091,13.0
40333,39171,7.0
21454,68775,24.0
20008,6194,21.0
39314,70972,12.0
20767,17584,18.0
111654,98879,18.0
7288,74012,12.0
132183,72053,24.0
25852,18593,15.0
52417,34063,7.0
8815,33949,20.0
80351,25029,21.0
23567,97362,9.0
45688,8590,26.0
4485,4648,15.0
77353,137514,13.0
25231,126745,13.0
99901,114056,29.0
50912,34029,0.0
65748,54009,29.0
34529,27346,17.0
76901,102054,14.0
57959,7540,23.0
81450,112842,13.0
107882,128671,16.0
112975,88992,21.0
39602,13168,16.0
115270,42541,27.0
15220,132665,0.0
5712,5390,23.0
36572,79214,16.0
4549,17565,26.0
18916,67126,18.0
13560,15171,13.0
53411,23234,10.0
16862,46260,23.0
126358,19203,17.0
52432,97469,30.0
22206,95949,20.0
39798,51353,24.0
112155,124051,14.0
92287,24013,15.0
100791,32189,16.0
42310,114524,15.0
62343,78880,34.0
98355,97037,27.0
7792,121829,12.0
34236,37640,9.0
116279,63916,11.0
7845,120746,12.0
28825,136179,20.0
126948,33326,17.0
111666,67687,15.0
137765,106440,14.0
39956,39732,34.0
125704,104411,20.0
57590,59579,0.0
110436,123318,15.0
13212,87925,28.0
95619,2625,12.0
91375,128153,11.0
4344,5165,29.0
78248,10348,19.0
4053,104420,25.0
32850,39351,18.0
17628,12488,29.0
127104,127107,28.0
63225,74890,18.0
30795,9853,24.0
7264,5484,26.0
1791,40533,11.0
116925,87834,20.0
101623,24313,17.0
24736,102872,13.0
42672,31365,24.0
31330,93111,22.0
42968,32965,23.0
119079,53495,18.0
128700,127267,15.0
16264,37411,14.0
66783,97117,13.0
129686,60938,20.0
100619,69755,21.0
4772,31784,32.0
77026,24890,27.0
46165,94545,11.0
20054,49629,31.0
18125,19626,26.0
38304,55636,0.0
135842,33469,0.0
71120,67365,13.0
65121,106324,20.0
2537,38749,23.0
30387,9145,18.0
50587,31510,23.0
98958,125284,12.0
7488,122652,15.0
30542,51137,5.0
96982,118274,16.0
51998,52017,22.0
72797,88236,15.0
118702,28225,23.0
84260,22378,19.0
85985,45036,19.0
39291,9950,26.0
40312,63150,27.0
79483,31579,26.0
50700,12381,23.0
53940,98164,0.0
64512,99262,21.0
74882,70462,25.0
52241,76338,11.0
89665,32324,21.0
111490,95193,18.0
14761,52166,23.0
69130,2990,0.0
135117,81842,20.0
66584,59519,30.0
24176,77584,18.0
100832,83043,0.0
90386,92060,18.0
26225,106659,0.0
54092,55474,21.0
100138,123980,0.0
50438,131792,0.0
23018,87898,14.0
102416,116862,23.0
101474,7318,9.0
38266,57592,30.0
25002,36164,21.0
16214,48103,26.0
34248,91637,23.0
7557,57767,0.0
98085,89797,14.0
58239,99343,0.0
19684,33375,31.0
25736,8174,20.0
53319,86670,0.0
40709,57434,20.0
66352,72096,15.0
5028,53177,17.0
72234,91215,12.0
108016,123142,15.0
56715,120567,0.0
13930,13356,8.0
74302,96190,21.0
115281,115606,25.0
41741,90866,18.0
8274,35002,21.0
20210,8871,16.0
54183,3476,21.0
90079,91315,0.0
131313,12788,10.0
43211,70145,24.0
110356,15060,20.0
62158,90958,17.0
124168,80106,17.0
29176,98355,41.0
138155,15992,0.0
63756,22889,24.0
64569,20305,16.0
16057,42521,29.0
116282,81359,15.0
133049,87836,19.0
85188,78609,19.0
77371,108788,24.0
70662,51281,23.0
128579,93817,18.0
25265,4390,36.0
26868,101640,17.0
94593,10627,13.0
509,131134,23.0
34873,69008,20.0
70214,107021,11.0
109806,129287,19.0
87557,94835,0.0
63783,49744,23.0
82566,125818,21.0
63427,33164,19.0
87427,105365,18.0
34291,109374,20.0
91402,138399,0.0
65944,36439,29.0
84072,110615,0.0
882,98249,25.0
111264,56006,20.0
83918,115200,15.0
51553,52024,14.0
73416,111366,16.0
76764,1220,0.0
36457,57857,16.0
39428,30499,19.0
90881,99333,11.0
49799,51061,20.0
36106,19864,21.0
91370,30552,14.0
6958,13352,27.0
41859,123013,15.0
19008,80432,12.0
49351,49825,31.0
31449,59327,33.0
105572,2516,21.0
118148,118843,21.0
106975,73140,32.0
76633,42967,33.0
51052,1031,12.0
134286,4246,21.0
7675,7736,16.0
10186,99070,0.0
15780,89731,22.0
131862,81410,15.0
16155,45701,20.0
75619,135080,11.0
63864,30063,0.0
61625,31401,22.0
85173,59133,23.0
117096,30660,14.0
135319,82210,13.0
125058,125553,22.0
24149,26113,22.0
94574,111926,19.0
33014,92406,0.0
43215,31568,21.0
3930,99067,0.0
23628,52130,17.0
102798,102727,22.0
6793,19541,37.0
51169,97508,19.0
54278,123933,11.0
13342,31295,28.0
4569,18156,20.0
118866,27720,20.0
91720,91587,19.0
48868,82753,20.0
5488,54691,18.0
122108,79224,12.0
27546,21729,32.0
10919,12963,25.0
21728,116644,22.0
48850,49107,17.0
11550,21572,18.0
29925,61220,18.0
109540,12606,13.0
1583,28344,18.0
25515,123746,20.0
32254,109747,19.0
369,3345,21.0
15730,124180,19.0
54897,25649,24.0
123494,56669,17.0
67416,39582,12.0
118648,24012,11.0
61221,102446,25.0
105696,2516,16.0
50764,57903,12.0
86294,100073,14.0
132147,64524,13.0
45829,5765,21.0
58797,69328,7.0
24773,52704,26.0
53068,119431,15.0
76399,46935,13.0
74764,46916,18.0
103003,76207,12.0
116853,34012,21.0
87548,2458,17.0
101557,87670,30.0
42316,55097,23.0
89872,40858,20.0
91621,96258,25.0
32977,96341,14.0
48223,87030,26.0
54173,18703,23.0
102690,27000,10.0
25694,62429,26.0
87159,45438,12.0
107999,107708,28.0
57190,52966,17.0
10952,73724,26.0
4405,44260,23.0
28187,84930,15.0
42217,15480,17.0
68608,72758,10.0
954,18511,16.0
82349,78450,19.0
4392,97484,27.0
80611,91124,37.0
103344,103490,36.0
42093,41471,17.0
108969,23799,20.0
75635,78282,17.0
76280,10060,18.0
45368,72037,23.0
113511,92204,26.0
13661,13717,14.0
99848,90773,15.0
15791,23825,19.0
126711,28656,7.0
36927,69728,27.0
27431,118802,19.0
129016,111713,8.0
108873,41987,0.0
98307,111142,21.0
97134,58417,36.0
12405,129622,23.0
39564,39602,19.0
44347,110856,25.0
116281,133881,24.0
2657,115668,8.0
31923,33004,25.0
4187,4271,20.0
112365,112993,9.0
19218,509,22.0
32772,32933,27.0
81518,111361,19.0
11479,75202,19.0
63214,34661,27.0
101125,102996,13.0
96798,18984,23.0
12924,10699,27.0
20771,137774,0.0
93992,109622,19.0
65380,101438,19.0
56575,73253,13.0
93139,119315,15.0
27670,27392,23.0
36136,92293,18.0
27789,20210,26.0
104655,5169,18.0
87860,100292,17.0
42160,134482,14.0
111073,23387,10.0
7038,129350,12.0
689,39192,18.0
43213,25280,23.0
95952,38654,20.0
98419,84946,17.0
26746,23315,24.0
2834,38201,15.0
27852,122059,15.0
137483,84798,0.0
32465,33336,19.0
21387,8701,17.0
133217,85076,10.0
17694,101894,20.0
122335,27613,13.0
97254,124409,23.0
105321,41909,18.0
50539,28342,15.0
106488,111065,10.0
70683,121619,15.0
28927,119591,19.0
37305,44209,32.0
85973,40680,19.0
14716,122251,21.0
66754,118949,20.0
95174,30293,18.0
82053,50298,17.0
2295,32842,24.0
5032,16628,30.0
65056,48947,26.0
43566,48986,24.0
47929,54661,14.0
135213,29941,20.0
113704,35483,12.0
91671,27850,6.0
134936,66628,23.0
31938,17169,14.0
16546,31300,16.0
37714,15879,22.0
68203,49941,22.0
96784,26175,17.0
13618,11583,24.0
117460,59043,18.0
6997,123830,0.0
4156,4241,24.0
75752,41046,31.0
28034,113092,6.0
38091,92707,17.0
78972,86365,11.0
1541,10010,41.0
7563,20562,26.0
15060,75695,23.0
80099,27256,21.0
114499,130417,24.0
59213,62537,20.0
28117,48229,27.0
110545,6091,19.0
130383,54863,10.0
55483,29628,16.0
29236,37805,15.0
62275,75551,23.0
4310,135054,19.0
134869,6295,21.0
83665,82487,21.0
50251,50275,31.0
7301,75474,19.0
68438,58365,16.0
93504,125310,0.0
119870,50330,19.0
58488,5745,16.0
23719,4235,21.0
91287,107413,24.0
87002,116344,18.0
127537,18493,7.0
116494,83367,16.0
114331,86167,18.0
68654,87902,12.0
131864,72936,23.0
128827,24046,14.0
121523,104157,25.0
18672,131436,16.0
28475,96715,12.0
55385,112045,29.0
125657,77559,13.0
105473,16142,14.0
14331,137107,0.0
99273,54775,18.0
17849,46341,16.0
68970,18492,14.0
31750,29734,27.0
98662,105167,12.0
27114,49210,24.0
8977,26837,14.0
66490,102381,20.0
102774,102838,30.0
7597,135833,27.0
79875,79876,17.0
96855,51239,28.0
11651,11921,22.0
102352,102359,19.0
78799,78802,14.0
98527,135306,0.0
126238,116237,7.0
15036,114031,26.0
10192,134379,0.0
67566,13432,0.0
38904,40159,34.0
16724,64361,32.0
12736,35031,18.0
103978,91056,15.0
6516,60365,19.0
40111,60017,25.0
102786,104796,31.0
48685,72659,14.0
369,2831,23.0
24494,101970,19.0
126053,112260,18.0
67901,89502,0.0
13178,116376,12.0
112569,116846,25.0
55668,32505,25.0
59702,102761,12.0
2304,92979,11.0
91144,87933,9.0
73346,124027,18.0
18112,16656,24.0
106057,119954,9.0
85847,26524,23.0
73119,94580,14.0
33733,95495,10.0
128738,90226,0.0
103399,103387,43.0
71656,138364,19.0
50235,10164,13.0
31052,74481,0.0
16202,32768,18.0
74118,60384,35.0
6376,62263,10.0
68252,51839,0.0
122782,136072,0.0
67849,45672,20.0
133816,113766,12.0
91039,56017,21.0
4061,24736,15.0
40177,104215,14.0
14402,32231,16.0
19984,22043,24.0
103996,32814,13.0
55883,25184,13.0
78106,126126,17.0
111480,61934,11.0
55670,35118,11.0
2959,9543,14.0
103188,131836,21.0
1047,46793,13.0
11698,126344,19.0
42872,32339,19.0
115029,7230,20.0
49792,21243,19.0
50445,35495,18.0
71403,71205,0.0
38898,45580,19.0
96310,51478,0.0
122398,2392,19.0
7929,23418,18.0
107905,131504,0.0
128685,137349,24.0
90599,104918,16.0
125993,76327,15.0
38381,69620,23.0
78164,73152,24.0
2076,64412,13.0
64773,135067,0.0
94858,94861,20.0
18863,44054,28.0
25433,9105,25.0
2244,61322,20.0
22713,35394,20.0
35956,37057,28.0
126103,44212,21.0
15781,17590,27.0
108504,108516,25.0
60835,133344,10.0
12940,27155,24.0
35628,134715,0.0
46637,36004,21.0
38266,5790,24.0
87792,61487,11.0
60135,6838,19.0
5571,84744,24.0
12345,74196,22.0
73524,128401,12.0
51013,122122,22.0
40118,127348,0.0
138082,20447,0.0
40204,129354,12.0
83338,124832,10.0
75307,17795,25.0
8324,57702,16.0
29461,69974,23.0
123843,69921,24.0
104579,14715,20.0
67687,30605,14.0
4523,46694,25.0
41394,79156,20.0
66742,134565,8.0
81834,90801,10.0
20866,91540,11.0
20602,79430,16.0
81578,107036,5.0
58082,4424,25.0
108454,115388,23.0
85331,70841,19.0
122353,33193,20.0
64888,17083,21.0
32528,10863,19.0
135201,70911,12.0
95007,51935,13.0
39036,136524,0.0
66808,55440,15.0
52733,44201,26.0
27436,41924,17.0
41744,36000,37.0
27824,45320,17.0
27429,59413,22.0
93878,108939,30.0
95117,128142,0.0
101695,117672,15.0
80569,79192,19.0
67306,45005,0.0
42603,18545,13.0
64614,40265,26.0
52205,52413,16.0
27892,105903,12.0
29019,19614,15.0
128120,107127,32.0
10661,10651,0.0
23376,8109,22.0
24099,31948,0.0
44842,96832,15.0
22763,28750,16.0
68938,23000,15.0
32970,13911,31.0
98684,75150,13.0
68434,126467,16.0
136903,31380,22.0
8256,5374,17.0
118720,25311,20.0
122301,79607,18.0
87466,132836,20.0
30694,50957,11.0
41322,27220,15.0
83930,26882,33.0
73911,28940,20.0
74256,23931,11.0
5825,17460,25.0
34991,83098,29.0
56605,137375,0.0
4913,76823,0.0
42056,35749,16.0
115026,27119,16.0
102866,105005,22.0
86910,118986,35.0
106927,94740,40.0
32519,94490,17.0
132889,87425,19.0
27278,53069,12.0
64881,64884,12.0
45813,98786,17.0
64762,69072,39.0
49686,99925,19.0
112363,80648,17.0
77181,85556,12.0
122230,9789,19.0
5469,11007,16.0
103128,76732,0.0
32329,32793,24.0
9211,83638,0.0
90483,51002,0.0
62047,3099,24.0
123162,2997,0.0
13634,124635,14.0
71227,135381,0.0
70634,43870,19.0
25167,97065,22.0
69488,43443,22.0
7504,106898,12.0
60147,126373,19.0
8956,53146,9.0
68649,48551,19.0
42266,8785,14.0
17125,116869,11.0
5689,64973,23.0
106709,81720,19.0
68601,102097,17.0
118833,59102,22.0
17953,17971,0.0
112989,7941,0.0
949,15686,27.0
30055,30080,15.0
60810,103536,27.0
18522,112469,19.0
2285,57864,14.0
93380,37309,18.0
65441,48174,31.0
25523,43215,32.0
136516,14177,0.0
48620,8515,12.0
14889,121114,21.0
32096,32049,14.0
38488,130841,19.0
12253,115354,23.0
128720,50173,20.0
104727,74214,11.0
70462,70042,19.0
36440,134759,11.0
81010,81007,23.0
80123,119933,21.0
50486,46612,25.0
81898,92913,18.0
14449,17671,23.0
94332,88144,15.0
51178,100775,17.0
41148,54298,33.0
135730,30087,13.0
82389,122365,15.0
24722,120186,0.0
14449,47036,34.0
20518,7949,0.0
65786,62482,24.0
67255,60592,22.0
103352,80365,12.0
108261,91825,0.0
14875,75862,20.0
9328,98850,19.0
66583,70282,17.0
14563,75840,23.0
34791,106996,18.0
41687,102243,34.0
94713,45544,20.0
64857,54108,22.0
15134,130723,16.0
86154,41607,20.0
69203,69136,33.0
5569,73304,19.0
1092,64904,21.0
25290,35406,17.0
16300,24191,17.0
114832,58406,18.0
113792,41800,18.0
81245,61608,23.0
6239,26122,33.0
108596,46398,12.0
102672,102909,28.0
28838,13108,22.0
119502,95784,18.0
51133,34005,0.0
66072,137512,0.0
44150,129658,16.0
129784,120758,21.0
49172,12912,26.0
22607,65157,15.0
95514,38658,20.0
128772,56603,16.0
16373,136364,0.0
57705,78697,17.0
26179,17640,38.0
13016,109632,12.0
1682,59816,19.0
138177,101217,0.0
27446,25438,11.0
7610,42633,14.0
76328,119661,16.0
88245,12138,27.0
96550,90437,15.0
59710,40185,23.0
84537,72725,18.0
9375,72661,24.0
26009,28740,15.0
30680,13202,9.0
69062,96084,20.0
5136,66274,26.0
68629,68606,37.0
2442,11149,18.0
40869,121595,13.0
18780,46487,27.0
804,2177,18.0
54211,48749,23.0
7266,99354,28.0
34966,42456,16.0
51290,120927,25.0
28139,33602,19.0
15763,42794,24.0
93061,8108,14.0
44884,117987,0.0
58475,12359,31.0
70278,87576,17.0
72732,136894,0.0
14236,46814,29.0
33197,43059,28.0
71854,43381,22.0
93096,69638,10.0
67333,96572,22.0
90148,103080,10.0
41765,28374,18.0
6996,25001,14.0
